"investor_name","investor_type","subcategory","country","city","website","linkedin_url","phone_investment_team","phone_office","phone_investor_relations","phone_source_url","phone_verification_status","email_investment","email_general","email_source_url","investment_focus","healthcare_focus","technology_focus","geography_focus","investment_stage","typical_ticket","fund_size_or_aum","relevant_portfolio","decision_maker_name","decision_maker_role","decision_maker_source_url","contact_route","warm_intro_possibility","source_urls","last_verified","notes","why_investor_for_vytalix","likely_objection","pitch_angle","sector_fit_20","stage_fit_15","ticket_fit_15","geo_fit_10","strategic_fit_15","maternalink_fit_10","accessibility_5","network_value_10","c_phone_3","c_direct_route_2","c_named_dm_1","c_email_1","c_linkedin_1","c_warm_intro_1","c_info_quality_1"
"Speedinvest (London office – Health & TechBio team)","Venture Capital","Pan-European pre-seed/seed VC with sector teams including Health & TechBio; UK-active via London office","Austria / United Kingdom","Vienna (HQ) / London","https://www.speedinvest.com","https://www.linkedin.com/company/speedinvest/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.speedinvest.com (pitch via online form)","Pre-seed and seed investments across Europe via focused teams: Health & TechBio, Fintech, Deep Tech, Climate & Industrial Tech, Marketplaces & Consumer, SaaS & Infra","Yes – dedicated Health & TechBio team investing in digital health, care delivery, medtech software and techbio across Europe (names TO VALIDATE)","Software, AI, health data, techbio","Europe including United Kingdom (London office active)","Pre-seed, Seed, follow-on to Series A","c.€300k–€3m initial (ESTIMATE – confirm)","c.€1bn+ AUM across funds (ESTIMATE from public reporting)","European digital-health and care platforms in the Health & TechBio portfolio (TO VALIDATE)","Oliver Holle","Co-founder and Managing Partner (Vienna) – confirm; identify the Health & TechBio partner on the team page","https://www.speedinvest.com","Online pitch submission on https://www.speedinvest.com (routed to sector team); LinkedIn to Health & TechBio partners","Possible – via Speedinvest health portfolio founders","https://www.speedinvest.com","Unverified (prior knowledge)","Included on condition of UK activity: Speedinvest has invested in UK health and fintech companies and maintains a London presence (TO VALIDATE current London team).","One of the few pan-European pre-seed funds with a dedicated health team that writes first cheques and follows on.","Speedinvest health deals usually have a clinical or technical founder and early product; Vytalix has neither yet evidenced.","Approach the Health & TechBio team with a clinician co-founder and a defined UK maternity workflow product, positioning Africa as later upside.","14","13","12","8","8","4","4","7","0","2","1","0","1","1","0"
"Nauta Capital","Venture Capital","B2B software VC (London/Barcelona/Munich) – seed to Series A","United Kingdom / Spain","London / Barcelona","https://www.nautacapital.com","https://www.linkedin.com/company/nauta-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.nautacapital.com (check contact page)","Early-stage investments in capital-efficient B2B software companies across Europe, typically leading seed and Series A rounds; sector-agnostic within B2B SaaS","Not a health specialist; healthcare B2B software occasionally (TO VALIDATE)","B2B SaaS, AI, vertical software","Europe including United Kingdom","Seed, Series A","c.€1m–€5m (ESTIMATE – confirm)","Fund V c.€120m+ (ESTIMATE from public reporting)","European vertical B2B SaaS companies (TO VALIDATE); no known maternal-health holding","Carles Ferrer","General Partner (London) – confirm on team page","https://www.nautacapital.com","Contact form on https://www.nautacapital.com or LinkedIn to partners","Possible – via Nauta portfolio founders","https://www.nautacapital.com","Unverified (prior knowledge)","Prefers capital-efficient B2B SaaS with early ARR; not a pre-product investor.","A disciplined B2B SaaS investor suited to a later seed once MaternaLink has paying UK customers.","No ARR, no product and a public-sector sales cycle.","Return with £200k+ ARR from maternity-service SaaS contracts and a clear vertical-SaaS narrative.","7","9","9","9","5","1","3","6","0","1","1","0","1","1","0"
"Dawn Capital","Venture Capital","B2B software VC – Series A and B (London)","United Kingdom","London","https://dawncapital.com","https://www.linkedin.com/company/dawn-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://dawncapital.com (check contact page)","Series A and B investments in European B2B software (SaaS, fintech infrastructure, data, security, AI) with follow-on growth funds","Not a health specialist; healthcare software only where it is horizontal B2B (TO VALIDATE)","Enterprise SaaS, AI, data, cybersecurity","Europe including United Kingdom","Series A, Series B, growth","c.US$10m–$40m (ESTIMATE – confirm)","Dawn V c.US$700m plus growth funds (ESTIMATE from public reporting)","European enterprise software (TO VALIDATE); no known maternal-health holding","Haakon Overli","Co-founder and General Partner – confirm on team page","https://dawncapital.com","Contact form on https://dawncapital.com or LinkedIn; warm intro strongly preferred","Possible – via Dawn portfolio founders or seed co-investors","https://dawncapital.com","Unverified (prior knowledge)","Far too late-stage for Vytalix; included as an honest Series A/B reference for a B2B SaaS path.","A future Series A/B lead if MaternaLink becomes a scaled B2B software business.","Pre-seed health-tech is many years from Dawn's entry point and outside its core sectors.","No approach now; track as a Series B option once ARR exceeds several million pounds.","5","3","2","9","4","1","2","7","0","1","1","0","1","1","0"
"Beringea","Venture Capital","Growth VC and VCT manager (ProVen VCTs) – UK and US","United Kingdom","London","https://www.beringea.com","https://www.linkedin.com/company/beringea/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.beringea.com (check contact page)","Growth-stage investments of c.£1m–£10m in UK companies with proven revenue across software, consumer, digital media, healthcare and business services; manages the ProVen VCTs","Healthcare is a stated sector; selected UK health-services and health-tech growth investments (names TO VALIDATE on portfolio page)","SaaS, marketplaces, digital brands","United Kingdom (VCT-qualifying) and United States","Series A, Series B, growth","£1m–£10m (ESTIMATE – confirm)","c.£1bn+ AUM including ProVen VCTs (ESTIMATE from public reporting)","UK growth-stage health and consumer-health companies (TO VALIDATE)","Karen McCormick","Chief Investment Officer – confirm on team page","https://www.beringea.com","Contact form on https://www.beringea.com or LinkedIn to investment team","Possible – via Beringea/ProVen portfolio founders","https://www.beringea.com","Unverified (prior knowledge)","VCT rules require established trading companies; not a pre-seed source.","A UK VCT-backed growth investor with a healthcare sector interest for a later £2m–£5m round.","VCT eligibility and Beringea's revenue thresholds exclude a pre-revenue, pre-formation company.","Track for a Series A once revenue exceeds c.£1m and VCT qualification is confirmed.","9","4","5","10","5","2","3","6","0","1","1","0","1","1","0"
"Puma Private Equity (Puma Growth Partners)","Venture Capital","Growth-stage investor (Puma Investments group) – £2m–£10m tickets in UK scale-ups","United Kingdom","London","https://www.pumaprivateequity.co.uk","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.pumaprivateequity.co.uk (check contact page)","Growth capital of c.£2m–£10m for UK companies with established revenue across software, healthcare, consumer and services; part of Puma Investments (VCT and EIS heritage); rebranded as Puma Growth Partners (TO VALIDATE current name)","Healthcare is a stated sector; several UK health-services and medtech growth deals (names TO VALIDATE)","SaaS, tech-enabled services","United Kingdom","Series A, growth","£2m–£10m (ESTIMATE – confirm)","Puma Investments group AUM c.£1bn+ (ESTIMATE)","UK healthcare-services and software growth companies (TO VALIDATE)","Rupert West","Managing Director – confirm on team page","https://www.pumaprivateequity.co.uk","Contact form on official website or LinkedIn to investment team","Possible – via Puma portfolio founders or corporate-finance advisers","https://www.pumaprivateequity.co.uk","Unverified (prior knowledge)","Requires established revenue; included as a later-stage UK healthcare-interested option.","A UK growth investor with healthcare appetite for a Series A once Vytalix has £1m+ revenue.","Minimum ticket and revenue requirements far exceed a pre-seed company's profile.","No approach now; revisit when the advisory business and MaternaLink together exceed £1m ARR.","8","3","3","10","5","2","3","5","0","1","1","0","0","1","0"
"Notion Capital","Venture Capital","B2B SaaS and cloud VC – seed to Series B (London)","United Kingdom","London","https://notion.vc","https://www.linkedin.com/company/notion-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://notion.vc (check contact page)","Investments in European B2B SaaS and cloud companies from late seed to Series B, with an operator-led platform team; founded by MessageLabs founders","Not a health specialist; healthcare SaaS only where horizontal (TO VALIDATE)","B2B SaaS, AI, cloud infrastructure","Europe including United Kingdom","Seed (selectively), Series A, Series B","c.£1m–£10m (ESTIMATE – confirm)","Fund V c.US$300m plus opportunity funds (ESTIMATE from public reporting)","European B2B SaaS (TO VALIDATE); no known maternal-health holding","Stephen Chandler","Co-founder and Managing Partner – confirm on team page","https://notion.vc","Contact form on https://notion.vc or LinkedIn to partners","Possible – via Notion portfolio founders","https://notion.vc","Unverified (prior knowledge)","Wants SaaS metrics; a Series A option only if MaternaLink becomes a SaaS business with ARR.","A leading UK B2B SaaS investor for a Series A if MaternaLink's SaaS model proves out.","No ARR, no product and a health/public-sector sales cycle outside Notion's core.","Track for Series A; present SaaS metrics from maternity-unit subscriptions when available.","6","6","6","9","5","1","3","6","0","1","1","0","1","1","0"
"Atomico","Venture Capital","Pan-European multi-stage VC – Series A to growth (London)","United Kingdom","London","https://atomico.com","https://www.linkedin.com/company/atomico/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://atomico.com (check contact page)","Series A to growth investments in European technology companies across software, AI, health, climate and consumer; founded by Skype co-founder Niklas Zennström; also runs an angel programme","Health is a stated theme with several European digital-health investments (names TO VALIDATE on portfolio page)","AI, software, deeptech, consumer","Europe including United Kingdom","Series A, Series B, growth (angel programme reaches seed indirectly)","c.US$5m–$50m (ESTIMATE – confirm)","Atomico VI c.US$1.24bn across venture and growth (2024, ESTIMATE from public reporting)","European digital-health scale-ups (TO VALIDATE)","Niklas Zennström","Founder and CEO – confirm on team page (partners lead deals)","https://atomico.com","Contact form on https://atomico.com; Atomico Angel Programme members can co-invest at seed; warm intro strongly preferred","Possible – via Atomico angel-programme members or portfolio founders","https://atomico.com","Unverified (prior knowledge)","Series A+ fund; its angel programme is the only pre-seed-relevant channel.","A top-tier European health-interested growth fund for a future Series A, with an angel programme that could surface a seed cheque.","Far too early; Atomico's venture fund does not do pre-seed and the company has no product or data.","Target Atomico angel-programme members for the SEIS round and keep the fund informed for Series A.","10","4","3","9","6","2","2","8","0","1","1","0","1","1","0"
"Index Ventures","Venture Capital","Global multi-stage VC (London/San Francisco) – seed (Index Origin) to growth","United Kingdom","London","https://www.indexventures.com","https://www.linkedin.com/company/index-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.indexventures.com (check contact page)","Seed (Index Origin), venture and growth investments in technology companies across Europe and the US; sectors include software, AI, fintech, health and consumer","Health-tech investments exist in the portfolio (e.g. Alan, health insurance, France – prior knowledge; further names TO VALIDATE)","AI, software, consumer, fintech","Europe and United States, from London and San Francisco","Seed, Series A, growth","Seed c.US$1m–$5m via Index Origin; Series A+ US$10m+ (ESTIMATE – confirm)","c.US$2.3bn raised in 2024 across venture and growth funds (ESTIMATE from public reporting)","Alan (health insurance, France) – prior knowledge; other digital-health names TO VALIDATE","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED (multiple partners; identify the London health-interested partner on the team page)","https://www.indexventures.com","Contact form on https://www.indexventures.com; warm intro essentially required","Possible – via Index portfolio founders or seed co-investors","https://www.indexventures.com","Unverified (prior knowledge)","Index Origin does seed, but with a strong bias to exceptional teams and breakout categories; realistic only at a competitive seed.","Tier-one capital and brand for a seed or Series A if MaternaLink develops category-defining traction.","No product, team or data; Index seeds founders with unusual signal, which a pre-formation company cannot yet show.","No approach now; earn a warm intro through a seed lead in this CRM and return with evidence.","8","6","5","9","5","2","1","9","0","1","0","0","1","1","0"
"Accel (London)","Venture Capital","Global VC – Series A and B from London (honest low stage fit)","United Kingdom","London","https://www.accel.com","https://www.linkedin.com/company/accel-vc/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.accel.com (check contact page)","Series A and B investments in European and Israeli technology companies from London, with growth funds; sectors include software, AI, fintech, healthcare and consumer; runs the Accel Atoms/Starters programmes in some regions","Healthcare is a listed sector with occasional European digital-health investments (names TO VALIDATE)","AI, software, infrastructure, consumer","Europe and Israel from London; global","Series A, Series B, growth (seed only exceptionally)","c.US$5m–$50m (ESTIMATE – confirm)","Accel London fund c.US$650m (2024, ESTIMATE from public reporting)","European digital-health scale-ups (TO VALIDATE)","Sonali De Rycker","Partner (London) – confirm on team page","https://www.accel.com","Contact form on https://www.accel.com; warm intro essentially required","Possible – via Accel portfolio founders or seed co-investors","https://www.accel.com","Unverified (prior knowledge)","Included per brief with an honest low stage fit; not a realistic pre-seed target.","A Series A/B option in 2028+ if MaternaLink scales across UK maternity services.","Pre-seed, pre-product, pre-formation – outside Accel's entry stage entirely.","No approach now; maintain awareness through content and seed-investor relationships.","7","2","2","9","4","1","1","9","0","1","1","0","1","1","0"
"Northzone","Venture Capital","Pan-European multi-stage VC (London/Stockholm) – seed to growth, with health-tech history","United Kingdom","London","https://northzone.com","https://www.linkedin.com/company/northzone/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://northzone.com (check contact page)","Seed to growth investments in European and US technology companies across software, fintech, health, consumer and AI","Yes – early backer of Kry/Livi (digital primary care, Sweden/UK) and other digital-health companies (prior knowledge; names TO VALIDATE)","Software, AI, consumer, fintech","Europe including United Kingdom, plus United States","Seed, Series A, Series B, growth","c.US$1m–$30m depending on stage (ESTIMATE – confirm)","Northzone X c.€1bn (2022, ESTIMATE from public reporting)","Kry/Livi (digital healthcare – prior knowledge); other health-tech TO VALIDATE","Jeppe Zink","General Partner (London) – confirm on team page","https://northzone.com","Contact form on https://northzone.com or LinkedIn to partners; warm intro preferred","Possible – via Northzone health portfolio founders","https://northzone.com","Unverified (prior knowledge)","Does selective seed deals but mostly Series A+; Kry/Livi experience means real understanding of NHS digital-care procurement.","A European fund that has already scaled a UK-facing digital-care business and could lead a seed-to-Series A path for MaternaLink.","Northzone's health deals had clinical founders and product from day one; Vytalix is still pre-team and pre-product.","Approach with a clinician co-founder and NHS maternity pilot, citing the Livi UK playbook for care-pathway software.","12","7","6","9","8","3","2","8","0","1","1","0","1","1","0"
"Oxford Capital","Venture Capital","EIS growth fund manager – UK technology (Oxford/London)","United Kingdom","Oxford / London","https://www.oxcp.com","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.oxcp.com (check contact page)","Oxford Capital Growth EIS invests in UK early-stage technology companies with early commercial traction across software, fintech, AI, digital health and deeptech; typically co-invests in seed and Series A rounds","Digital health and medtech are among stated sectors; specific holdings TO VALIDATE on portfolio page","Software, AI, deeptech","United Kingdom (EIS-qualifying)","Seed, Series A","c.£500k–£2m initial (ESTIMATE – confirm)","Rolling EIS fund raises; c.£100m+ deployed historically (ESTIMATE)","UK digital-health and AI EIS-qualifying companies (TO VALIDATE)","David Mott","Founder Partner – confirm on team page","https://www.oxcp.com","Contact form on https://www.oxcp.com or LinkedIn to investment team; EIS advance assurance required","Possible – via Oxford Capital portfolio founders or EIS advisers","https://www.oxcp.com","Unverified (prior knowledge)","Prefers post-revenue companies; EIS advance assurance and a UK entity are prerequisites.","A UK EIS fund with digital-health appetite that could anchor a seed once Vytalix has first revenue and EIS status.","Pre-revenue and pre-formation; Oxford Capital wants commercial traction before an EIS allocation.","Obtain SEIS/EIS advance assurance and first advisory revenue, then pitch MaternaLink as the EIS-qualifying growth line.","11","9","11","10","5","2","3","5","0","1","1","0","0","1","0"
"Blackfinch Ventures","Venture Capital","EIS fund manager – UK technology start-ups (Blackfinch Group)","United Kingdom","Gloucester / London","https://blackfinch.ventures","","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://blackfinch.ventures (check contact page)","Blackfinch Ventures EIS Portfolios invest in early-stage UK technology companies across software, AI, digital health, fintech and consumer; part of the Blackfinch Group of tax-efficient investment managers","Digital health and health-tech are among stated sectors; specific holdings TO VALIDATE on portfolio page","Software, AI, data","United Kingdom (EIS-qualifying)","Seed, Series A","c.£250k–£1.5m (ESTIMATE – confirm)","Blackfinch Group AUM c.£800m+; Ventures EIS a smaller portion (ESTIMATE)","UK EIS-qualifying software and health-tech companies (TO VALIDATE)","Reuben Wilcock","Head of Ventures – confirm on team page","https://blackfinch.ventures","Pitch submission form on https://blackfinch.ventures (confirm) or LinkedIn to the ventures team; EIS advance assurance required","Possible – via Blackfinch portfolio founders or EIS advisers","https://blackfinch.ventures","Unverified (prior knowledge)","EIS-only investing; companies must be EIS-qualifying with a UK entity and usually early revenue.","An EIS fund with an open application route and health-tech appetite for a first institutional seed.","Pre-revenue, pre-incorporation and no EIS advance assurance yet.","Complete incorporation and SEIS/EIS advance assurance, then submit MaternaLink v1 with UK pilot letters of intent.","11","11","12","10","5","2","4","5","0","2","1","0","0","1","0"
