"investor_name","investor_type","subcategory","country","city","website","linkedin_url","phone_investment_team","phone_office","phone_investor_relations","phone_source_url","phone_verification_status","email_investment","email_general","email_source_url","investment_focus","healthcare_focus","technology_focus","geography_focus","investment_stage","typical_ticket","fund_size_or_aum","relevant_portfolio","decision_maker_name","decision_maker_role","decision_maker_source_url","contact_route","warm_intro_possibility","source_urls","last_verified","notes","why_investor_for_vytalix","likely_objection","pitch_angle","sector_fit_20","stage_fit_15","ticket_fit_15","geo_fit_10","strategic_fit_15","maternalink_fit_10","accessibility_5","network_value_10","c_phone_3","c_direct_route_2","c_named_dm_1","c_email_1","c_linkedin_1","c_warm_intro_1","c_info_quality_1"
"responsAbility Investments AG","Impact / DFI","Swiss impact asset manager (financial inclusion, climate, sustainable food; private equity and debt)","Switzerland","Zurich","https://www.responsability.com/","https://www.linkedin.com/company/responsability-investments-ag/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Impact debt and private equity in emerging markets across financial inclusion, climate finance and sustainable food; health only tangentially","Limited – no dedicated health strategy","Fintech and climate tech","Africa, Asia, Latin America, Eastern Europe","Growth","US$5m–$30m (ESTIMATE)","c. US$4bn+ AUM (ESTIMATE)","Emerging-market financial institutions and climate companies; minimal health","Rochus Mommartz – confirm on team page","Chief Executive Officer","https://www.responsability.com/","Contact form on responsability.com","No known route","https://www.responsability.com/","Unverified (prior knowledge)","Written from prior knowledge. Included per brief; poor fit for health-tech at pre-seed.","responsAbility's emerging-market impact platform is a possible lender to a future maternal-health financing structure, not an equity investor for Vytalix.","Health-tech is outside its sector strategies and the ticket size does not fit.","Deprioritise; revisit only if MaternaLink develops a health-financing or insurance product line in Africa.","3","1","1","6","3","2","2","4","0","1","1","0","1","0","0"
"Medical Credit Fund (PharmAccess Group)","Impact / DFI","Non-profit debt fund for African private health SMEs (clinics, pharmacies, health-tech), part of PharmAccess","Netherlands","Amsterdam","https://www.medicalcreditfund.org/","https://www.linkedin.com/company/medical-credit-fund/","","+31 (0)20 210 3920","","https://www.medicalcreditfund.org/contact/","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","contact@medicalcreditfund.org","https://www.medicalcreditfund.org/contact/","Loans (incl. digital 'Cash Advance' loans) to small and medium healthcare providers in Africa, with technical assistance via SafeCare quality standards; MCF II raised c. €32m+; Nigeria (Lagos) is a core market; PharmAccess also runs maternal-health and digital-health programmes","Yes – exclusively healthcare; PharmAccess has explicit maternal-health programmes (e.g. MomCare in Kenya/Tanzania) and Nigerian health-financing work","Digital lending and digital health-provider platforms; PharmAccess supports digital maternal-care bundles","Nigeria, Kenya, Ghana, Tanzania, Uganda","Debt to operating providers; not equity for start-ups","Loans c. US$1k–$2.5m to clinics and health SMEs","MCF II c. €32m+ (ESTIMATE)","Thousands of loans to African clinics and pharmacies; partnerships with Lagos State health programmes","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","contact@medicalcreditfund.org or +31 (0)20 210 3920 ; PharmAccess Nigeria office (Abuja/Lagos); office AHTC Tower 4C, Paasheuvelweg 25, 1105 BP Amsterdam","Possible – via PharmAccess Nigeria programme staff or SafeCare-certified clinics","https://www.medicalcreditfund.org/contact/;https://www.pharmaccess.org/contact/;https://www.pharmaccess.org/medical-credit-fund/","2026-09-07","Phone, email and address verified on official contact page. MCF is a lender to providers, not an equity investor; strategic value is PharmAccess's maternal-care (MomCare) model and Nigerian clinic network as a distribution channel.","PharmAccess/MCF finances and quality-certifies the private Nigerian clinics that could deploy MaternaLink, and its MomCare maternal-care bundle is a proven model to learn from and plug into.","MCF lends to health providers with revenue and cannot provide equity or grants to a pre-seed software company.","Propose MaternaLink as a care-coordination tool for MCF/SafeCare clinics in Lagos or Ekiti, seeking a partnership rather than capital.","13","3","3","8","13","9","4","8","1","1","0","1","1","1","1"
"Adjuvant Capital","Impact / DFI","Global-health life-sciences VC (Adjuvant Global Health Technology Fund; backed by Gates, IFC, Novartis, CIFF-type LPs)","United States","New York","https://adjuvantcapital.com/","https://www.linkedin.com/company/adjuvant-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE (checked 2026-09-07: no phone shown on official site/team pages)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://adjuvantcapital.com/","Venture investments in vaccines, therapeutics, diagnostics and devices for infectious diseases and maternal/neonatal/child health in low- and middle-income countries; successor to Global Health Investment Fund","Yes – exclusively global health incl. maternal and newborn health products","Biotech, diagnostics, medical devices; not digital-health software","Global companies whose products target LMIC markets","Series A to C","US$5m–$25m (ESTIMATE)","Adjuvant Global Health Technology Fund c. US$300m (ESTIMATE)","Global-health biotech/diagnostics (e.g. Themis, Univercells, Atomo, Access Bio via GHIF lineage)","Glenn Rockman","Managing Partner and Co-founder","https://adjuvantcapital.com/news/team/glenn-rockman/","Website https://adjuvantcapital.com/ (no public pitch form seen); LinkedIn to team","No known route","https://adjuvantcapital.com/team/;https://adjuvantcapital.com/news/team/glenn-rockman/;https://adjuvantcapital.com/about/","2026-09-07","Team page verified 2026-09-07 (Glenn Rockman, Kabeer Aziz, Philippe Dro, Curt LaBelle listed). Life-sciences products only – a software care-coordination platform is outside mandate.","Adjuvant is the leading maternal/newborn-health product VC and would be relevant only if MaternaLink's risk-score evolves into a validated diagnostic.","Adjuvant invests in vaccines, drugs, diagnostics and devices at Series A+, not pre-seed digital-health software.","Do not pitch now; note as a future partner if the MIS research track yields a regulated diagnostic product.","9","2","2","6","6","8","2","8","0","0","1","0","1","0","1"
"Novo Holdings (Seeds / Venture Investments)","Impact / DFI","Foundation-owned life-science investor (Novo Nordisk Foundation) with Seeds early-stage programme","Denmark","Copenhagen","https://novoholdings.dk/","https://www.linkedin.com/company/novo-holdings/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Life-science venture and growth investing (biotech, medtech, digital health, planetary health); Novo Seeds for very early Nordic/European life-science companies","Yes – life sciences and health broadly; women's health selectively","Biotech, medtech, digital health, AI in health","Europe (incl. UK office in London) and US","Seed (Novo Seeds, Nordics-focused) to growth","Seeds DKK 1m–20m; venture US$5m–$50m (ESTIMATE)","c. US$150bn+ total assets (ESTIMATE)","European and US biotech/medtech; digital-health investments in Europe","Kasim Kutay – confirm on team page","Chief Executive Officer","https://novoholdings.dk/","Contact page on novoholdings.dk; Novo Seeds application via site","No known route","https://novoholdings.dk/","Unverified (prior knowledge)","Written from prior knowledge. Not impact-first; UK digital health considered at later stage; Seeds programme is Nordic-focused (TO VALIDATE UK eligibility).","Novo Holdings' London venture team invests in UK digital health and could anchor a Series A if MaternaLink demonstrates NHS-relevant clinical value.","Novo backs science-driven companies with strong evidence and IP, and Vytalix currently has neither data nor a defensible technology asset.","Revisit after the MIS research track produces validated results with a UK academic partner.","12","4","4","8","7","4","2","8","0","1","1","0","1","0","0"
"Fondation Botnar","Impact / DFI","Swiss foundation for child and youth wellbeing; grants plus impact investments (incl. digital-health funds)","Switzerland","Basel","https://www.fondationbotnar.org/","https://www.linkedin.com/company/fondation-botnar/","","+41 61 201 04 74","","https://www.fondationbotnar.org/contact/","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","info@fondationbotnar.org","https://www.fondationbotnar.org/contact/","Grants and impact investments to improve health and wellbeing of young people in growing urban environments using digital technology and AI; has invested in digital-health funds and the Botnar Research Centre for Child Health","Yes – child and adolescent health, digital health, AI for health","Digital health, AI, data for health","LMICs incl. Ghana, Tanzania, Senegal, Colombia, Ecuador, Vietnam, Romania, Morocco (OurCity programme); Nigeria not a named focus country","Grants to organisations; investments via funds","Grants CHF 100k–5m; fund commitments (ESTIMATE)","c. CHF 4bn+ endowment (ESTIMATE)","Digital-health and AI-for-health grants and fund investments; Botnar Research Centre for Child Health (Basel)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","info@fondationbotnar.org or +41 61 201 04 74 ; funding opportunities page https://www.fondationbotnar.org/funding-opportunities/ ; office St. Alban-Vorstadt 56, 4052 Basel","No known route","https://www.fondationbotnar.org/contact/;https://www.fondationbotnar.org/funding-opportunities/;https://www.fondationbotnar.org/who-we-are/","2026-09-07","Phone, email and address verified on official contact page. Primarily a grant-maker; impact investments are mostly through funds. Maternal health is relevant only as it affects child/adolescent wellbeing; Nigeria is not a focus country.","Fondation Botnar funds digital and AI health innovation for young people in LMIC cities and could support a maternal-to-newborn continuity component of MaternaLink.","Botnar's focus is children and adolescents in named countries that do not include Nigeria, and it rarely funds early-stage companies directly.","Frame a grant proposal around adolescent mothers and newborn outcomes in a Botnar focus geography, or via a Botnar-backed digital-health fund.","12","5","6","5","8","6","4","7","1","1","0","1","1","0","1"
"Katapult","Venture Capital","Accelerator fund (impact-tech accelerators incl. Katapult Africa; invests cash for equity)","Norway","Oslo","https://katapult.vc/","https://www.linkedin.com/company/katapult-accelerator/","","","","","PHONE NOT PUBLICLY AVAILABLE (checked 2026-09-07: contact page exists but no phone shown in results)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://katapult.vc/about/contact/","Impact-tech accelerator programmes with equity investment (climate, ocean, Africa); Katapult Africa accelerator for African impact start-ups; 169 companies in 47 countries per official site","Partial – health-tech accepted in Katapult Africa and generalist impact cohorts","Impact tech broadly","Global; Katapult Africa for African start-ups","Pre-seed / seed via accelerator","Ocean programme states €150k–€500k; Africa programme ticket TO VALIDATE (ESTIMATE lower)","Multiple funds; not disclosed in aggregate","African impact start-ups via Katapult Africa; some health-tech","Tharald Nustad","Founder","https://katapult.vc/about/","Apply to programmes via https://katapult.vc/startups/ ; contact page https://katapult.vc/about/contact/","Possible – via Katapult Africa alumni","https://katapult.vc/about/contact/;https://katapult.vc/africa/accelerator/;https://katapult.vc/startups/accelerators;https://katapult.vc/about/","2026-09-07","Official pages checked 2026-09-07. Accelerator with cash-for-equity investment; Africa programme eligibility for a UK-domiciled company with Nigerian operations TO VALIDATE.","Katapult Africa is a pre-seed accelerator fund open to health-tech, offering a structured route to a first cheque and African investor exposure for MaternaLink.","Katapult expects an operating team and prototype users, and its Africa programme may require African incorporation.","Apply once the Nigerian entity and a pilot site exist, positioning the founder team's UK-Nigeria bridge as the differentiator.","9","12","10","7","6","4","4","6","0","2","1","0","1","1","1"
"Unreasonable Capital (Unreasonable Group)","Impact / DFI","Early-stage impact fund investing in Unreasonable Group programme alumni in emerging markets","United States","Boulder, CO","https://unreasonablegroup.com/","https://www.linkedin.com/company/unreasonable-group/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed and Series A investments in growth-stage impact companies in emerging markets, mostly sourced from Unreasonable Impact and Unreasonable Fellowship cohorts; sectors incl. health, energy, fintech","Partial – health companies among alumni","Tech-enabled","Emerging markets incl. Africa","Seed to Series A","US$250k–$1m (ESTIMATE)","Not disclosed (ESTIMATE tens of US$ millions)","Unreasonable alumni in Africa and Asia","Daniel Epstein – confirm on team page","Founder and CEO, Unreasonable Group","https://unreasonablegroup.com/","Via Unreasonable programmes (Unreasonable Impact with Barclays, UK-based cohorts) then fund","Possible – Unreasonable Impact UK & Europe cohort (Barclays) is a London-based entry point","https://unreasonablegroup.com/","Unverified (prior knowledge)","Written from prior knowledge. Programmes accept growth-stage companies (typically with revenue); fund status TO VALIDATE.","Unreasonable's UK-based programmes with Barclays give a London founder a route into an impact fund that backs emerging-market health companies.","Unreasonable selects companies already at growth stage with revenue, well beyond Vytalix's current position.","Target the Unreasonable Impact UK cohort in 2–3 years once the services business has revenue and MaternaLink has deployments.","7","6","8","7","5","3","2","5","0","0","1","0","1","1","0"
"Innovate UK (UKRI)","Government / Innovation Fund","UK national innovation agency – NON-DILUTIVE grants (Smart, Biomedical Catalyst, Women in Innovation) and innovation loans","United Kingdom","Swindon","https://www.ukri.org/councils/innovate-uk/","https://www.linkedin.com/company/innovateuk/","","0300 321 4357","","https://apply-for-innovation-funding.service.gov.uk/info/contact","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","support@iuk.ukri.org","https://apply-for-innovation-funding.service.gov.uk/info/contact","Grant competitions for UK-registered businesses (feasibility, industrial research, experimental development), Biomedical Catalyst for health, Women in Innovation Awards, Innovation Loans (£100k–£2m) for late-stage projects; Innovate UK Business Growth advisory","Yes – Biomedical Catalyst and health/AI competitions; digital health and maternal-health projects have been funded","AI, digital health, data, medtech","UK-registered businesses (project must benefit UK)","Any – pre-revenue eligible for grants","Grants typically £25k–£2m at 50–70% intervention rate; loans £100k–£2m","c. £1bn+ annual budget (ESTIMATE)","Thousands of UK health-tech grants incl. maternal and women's-health digital projects","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Innovation Funding Service https://apply-for-innovation-funding.service.gov.uk/ ; support 0300 321 4357 (9–12, 2–5 Mon–Fri) / support@iuk.ukri.org ; Innovate UK Business Connect 03333 403250","Yes – Innovate UK Business Growth advisers and Business Connect are open to any UK company","https://apply-for-innovation-funding.service.gov.uk/info/contact;https://www.ukri.org/councils/innovate-uk/guidance-for-applicants/general-guidance/contact-us/;https://iuk-business-connect.org.uk/business-growth-contact/;https://apply-for-innovation-funding.service.gov.uk/competition/2337/overview/3750b1cd-2080-4a1c-82c0-003fbaafdd2d","2026-09-07","NON-DILUTIVE: grants, not equity. Phone and email verified on official IFS contact page 2026-09-07. Requires UK incorporation, match funding (typically 30–50% for SMEs) and a UK project; Women in Innovation Awards 2025/26 competition seen on IFS. A Smart/feasibility grant is the most realistic first external funding for MaternaLink v1 research and UK pilot design.","Innovate UK is the most accessible non-dilutive funder for a newly incorporated UK health-tech and can fund the feasibility and clinical-partnership work MaternaLink needs before any equity round.","Vytalix is not yet incorporated, cannot show match funding or a delivery partner, and must not overclaim clinical capability in an application.","Incorporate, then apply for a feasibility-stage grant (Biomedical Catalyst or open Smart round) with an NHS trust or university obstetrics partner and honest v1 non-diagnostic scope.","16","14","13","10","11","6","5","8","1","2","0","1","1","1","1"
"SBRI Healthcare (NHS England / Accelerated Access Collaborative, managed by LGC)","Government / Innovation Fund","NHS-funded NON-DILUTIVE development contracts (100% funded, competition-based) for health innovations","United Kingdom","Teddington / London","https://sbrihealthcare.co.uk/","https://www.linkedin.com/company/sbri-healthcare/","","+44 20 8843 8125","","https://sbrihealthcare.co.uk/contact-us","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","sbri@lgcgroup.com","https://sbrihealthcare.co.uk/contact-us","Themed competitions awarding 100%-funded development contracts (Phase 1 feasibility c. £100k, Phase 2 development up to c. £1m) to companies addressing NHS priorities; past themes have included maternity, women's health and health inequalities","Yes – exclusively NHS-facing health innovation","Digital health, AI, medtech, diagnostics","UK (any company, project delivered with NHS)","Pre-revenue eligible; needs NHS partner and credible team","c. £100k (Phase 1) to c. £1m (Phase 2) contracts","Programme budget c. £20m+ per year (ESTIMATE)","Innovation portfolio at https://sbrihealthcare.co.uk/companies/ incl. maternity and women's-health digital tools","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","sbri@lgcgroup.com or +44 20 8843 8125 ; competitions via https://sbrihealthcare.co.uk/sbri-portal/","Yes – SBRI Healthcare runs open briefing webinars for each competition","https://sbrihealthcare.co.uk/contact-us;https://sbrihealthcare.co.uk/competitions/faq-s;https://sbrihealthcare.co.uk/companies/;https://sbrihealthcare.co.uk/about-us/available-support","2026-09-07","NON-DILUTIVE development contracts, not equity. Phone and email verified on official contact page 2026-09-07. Competitions are themed – wait for a maternity/women's-health/health-inequalities call; requires UK incorporation and an NHS clinical collaborator.","SBRI Healthcare pays 100% of development costs when a competition theme matches, and maternity and health inequalities are recurring NHS priorities that MaternaLink v1 directly addresses.","Assessors will ask for an NHS clinical partner, a credible technical team and evidence of need, none of which Vytalix can yet document.","Secure a maternity-unit clinical champion and apply to the next maternity or health-inequalities themed call with a non-diagnostic care-coordination Phase 1.","17","13","13","10","13","8","5","8","1","2","0","1","1","1","1"
"NIHR Invention for Innovation (i4i) Programme","Government / Innovation Fund","NIHR NON-DILUTIVE translational funding (i4i Connect for SMEs, Product Development Awards, Challenge Awards)","United Kingdom","Twickenham / London","https://www.nihr.ac.uk/research-funding/funding-programmes/invention-for-innovation","https://www.linkedin.com/company/nihr/","","020 8843 8080","","https://www.nihr.ac.uk/contact-us?letter=H","VERIFIED 2026-09-07 (source in phone_source_url)","NOT PUBLICLY AVAILABLE","i4i@nihr.ac.uk","https://www.nihr.ac.uk/invention-innovation-connect-faqs","Funds development and evaluation of medical devices, diagnostics and digital health technologies for NHS patients; i4i Connect gives SMEs £50k–£150k to reach the next funding stage; Product Development Awards larger; requires NHS/academic collaboration","Yes – exclusively NHS health technology","Medical devices, digital health, AI (SaMD-oriented)","England (UK SMEs with NHS partners)","Pre-revenue SMEs with a prototype and clinical partner","i4i Connect £50k–£150k; PDA up to c. £1.5m","NIHR i4i annual budget c. £20m+ (ESTIMATE)","UK medtech and digital-health SMEs; maternal-health devices and apps among awardees","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","i4i@nihr.ac.uk (eligibility queries) or 020 8843 8080 ; applications via NIHR funding portal","Yes – NIHR Research Support Service offers free pre-application advice","https://www.nihr.ac.uk/contact-us?letter=H;https://www.nihr.ac.uk/research-funding/funding-programmes/invention-for-innovation;https://www.nihr.ac.uk/invention-innovation-connect-faqs;https://hrc-techeval.nihr.ac.uk/nihr-i4i-connect-call-9-collaborate-with-us/","2026-09-07","NON-DILUTIVE. Phone and email verified on official NIHR pages 2026-09-07. i4i is best suited to the MIS research track (SaMD pathway) rather than the v1 coordination platform; requires an NHS or academic co-applicant.","NIHR i4i is the UK's dedicated funder for taking a health technology like the MaternaLink risk-score from prototype to clinical evaluation with NHS partners.","i4i expects a working prototype, a defined clinical need and an NHS/academic collaborator, and the AI risk-score currently has no data or validation.","Use i4i Connect for the MIS research track once a university obstetrics group agrees to co-apply, keeping claims to 'intended to support' language.","16","11","12","10","12","7","5","8","1","2","0","1","1","1","1"
"European Innovation Council (EIC) Accelerator","Government / Innovation Fund","EU deep-tech programme: grant (NON-DILUTIVE, up to €2.5m) plus optional EIC Fund equity (€0.5m–€10m+); UK access via Horizon Europe association","Belgium","Brussels","https://eic.ec.europa.eu/eic-funding-opportunities/eic-accelerator_en","https://www.linkedin.com/company/european-innovation-council-eic/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Grants and equity for high-risk, high-impact deep-tech scale-ups (TRL 5/6+) with open and challenge calls; health and digital among priorities","Yes – health and medtech are frequent EIC challenge areas","Deep tech, AI, medtech, digital health with strong IP","EU Member States and associated countries; UK associated to Horizon Europe from 2024","Post-prototype (TRL 5/6+) SMEs with scale-up plans","Grant up to €2.5m; equity €0.5m–€10m","c. €1bn+ per year (ESTIMATE)","European digital-health and medtech scale-ups","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Applications via EU Funding & Tenders Portal; UK National Contact Point (Innovate UK Business Connect) for advice","Yes – UK Horizon Europe National Contact Points offer free support","https://eic.ec.europa.eu/eic-funding-opportunities/eic-accelerator_en","Unverified (prior knowledge)","TO VALIDATE: under the UK's Horizon Europe association, UK applicants are understood to be eligible for the EIC Accelerator GRANT component but NOT for the EIC Fund equity component – confirm on the current EIC work programme before planning. Requires TRL 5/6+, far beyond Vytalix's current stage.","The EIC Accelerator offers up to €2.5m non-dilutive grant to a UK-registered deep-tech health company once MaternaLink's AI reaches validated-prototype stage.","The EIC funds TRL 5/6+ deep-tech with proven IP; a concept-stage platform will be rejected at the short-application step.","Plan for an EIC application in 2028+ only if the MIS multimodal model achieves clinical validation and defensible IP.","13","3","8","7","7","4","3","6","0","2","0","0","1","1","0"
"MSD for Mothers (Merck for Mothers)","Strategic / Corporate VC","Corporate maternal-health initiative: grants, partnerships and a small impact-investing portfolio (not a conventional VC)","United States","Rahway, NJ","https://www.msdformothers.com/","https://www.linkedin.com/showcase/msd-for-mothers/","","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","US$500m+ corporate initiative (since 2011) to end preventable maternal deaths: grants to NGOs and governments, private-sector partnerships, and impact investments in companies improving maternal care in LMICs (via fund partners and direct investments); funder of mDoc's Digital Mom Project in Lagos and Ekiti, Nigeria","Yes – exclusively maternal health","Digital health, health-worker tools, supply chains, quality-of-care solutions","Global incl. Nigeria (major country programme), India, US, Kenya","Established organisations; impact investments typically alongside fund partners","Grants US$100k–$5m; investments not disclosed (ESTIMATE US$0.5m–$5m via partners)","US$500m+ committed since 2011 (ESTIMATE)","mDoc (Nigeria – Digital Mom Project, CompleteHealth/NaviHealth AI, ~24,000 women onboarded in Ekiti per Nigeria Health Watch Jan 2026); maternal-health impact investments via partner funds","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Website contact/partnership enquiries via msdformothers.com; Nigeria programme via MSD Nigeria and implementing partners","Possible – via Nigerian maternal-health implementing partners (Nigeria Health Watch, mDoc ecosystem)","https://www.msdformothers.com/","Unverified (prior knowledge)","Written from prior knowledge plus FACTS_BASE. IMPORTANT CONFLICT: MSD for Mothers already funds mDoc's maternal digital-health programme in Ekiti, the state MaternaLink pitched; approach as a potential partner/co-funder in other states, not as a rival. Impact-investing arm exists but is small and partner-led.","MSD for Mothers is the single most focused maternal-health funder active in Nigeria and its endorsement or grant would validate MaternaLink's care-coordination model with state governments.","It already backs mDoc's incumbent programme in Ekiti and Lagos, so it will see MaternaLink as duplicative unless it fills a distinct gap or geography.","Propose a complementary role (e.g. interoperable care-coordination for facilities in a non-mDoc state, or a UK Black-maternal-health learning exchange) rather than competing for Ekiti.","15","5","6","8","13","10","2","9","0","1","0","0","1","1","0"
"Global Health Investment Corporation (GHIC)","Impact / DFI","US non-profit global-health investor (manager of the US$108m Global Health Investment Fund; infectious disease and maternal/child health)","United States","New York","https://www.ghif.com/","","","","","","PHONE NOT PUBLICLY AVAILABLE (checked 2026-09-07: no phone shown on official site)","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.ghif.com/","Investments in life-science and health-technology companies developing products for global health security, infectious disease, and maternal and child health, with potential for financial return; GHIF portfolio of 12 companies (diagnostics, vaccines, devices)","Yes – global health products incl. maternal and child health","Diagnostics, vaccines, therapeutics, devices","Global companies with LMIC product impact","Series A+ (product development stage)","US$2m–$10m historically (e.g. US$7.5m EuBiologics, US$8m Access Bio)","GHIF US$108m (closed fund); GHIC ongoing non-profit investing","EuBiologics (oral cholera vaccine), Atomo (HIV self-test), Access Bio (RDTs), Medicines Development for Global Health (moxidectin)","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Website https://www.ghif.com/ ; no public pitch form seen","No known route","https://www.ghif.com/;http://www.ghif.com/uncategorized/press-release-eubiologics/;http://www.ghif.com/uncategorized/ghif-invests-in-access-bio/","2026-09-07","Existence and investment activity verified on official site 2026-09-07; GHIC states it invests in life-science and health-technology companies including maternal and child health. Product-oriented; digital-health software is not evidenced in portfolio.","GHIC is an explicit maternal-and-child-health impact investor and could be relevant if MaternaLink produces a validated risk-prediction product for LMICs.","GHIC backs diagnostics, vaccines and devices at product-development stage, not a pre-seed software platform.","Hold for the MIS research track; approach only with validated diagnostic performance data.","9","2","3","6","5","7","1","6","0","0","0","0","0","0","1"
