"investor_name","investor_type","subcategory","country","city","website","linkedin_url","phone_investment_team","phone_office","phone_investor_relations","phone_source_url","phone_verification_status","email_investment","email_general","email_source_url","investment_focus","healthcare_focus","technology_focus","geography_focus","investment_stage","typical_ticket","fund_size_or_aum","relevant_portfolio","decision_maker_name","decision_maker_role","decision_maker_source_url","contact_route","warm_intro_possibility","source_urls","last_verified","notes","why_investor_for_vytalix","likely_objection","pitch_angle","sector_fit_20","stage_fit_15","ticket_fit_15","geo_fit_10","strategic_fit_15","maternalink_fit_10","accessibility_5","network_value_10","c_phone_3","c_direct_route_2","c_named_dm_1","c_email_1","c_linkedin_1","c_warm_intro_1","c_info_quality_1"
"SFC Capital","Venture Capital","SEIS/EIS seed fund and angel syndicate (UK's most active seed investor)","United Kingdom","London","https://sfccapital.com/","https://www.linkedin.com/company/sfc-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://sfccapital.com/","Sector-agnostic SEIS/EIS seed investing in UK start-ups, hundreds of companies backed; includes healthtech","Partial - healthtech among a large sector-agnostic portfolio (names TO VALIDATE)","Software, AI, consumer, deep tech","United Kingdom","Pre-seed, Seed","£100k-£300k initial via SEIS/EIS funds and angel syndicate (ESTIMATE)","400+ portfolio companies; fund sizes not stated (ESTIMATE; prior knowledge)","Healthtech names TO VALIDATE","Stephen Page","Founder and Chief Executive (prior knowledge - confirm on team page)","https://sfccapital.com/","Online application form on https://sfccapital.com/ (open to all UK SEIS-eligible start-ups; prior knowledge; TO VALIDATE)","Possible - via SFC angel syndicate members","https://sfccapital.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; fields from prior knowledge. Requires SEIS/EIS advance assurance and UK incorporation - both priority actions in FACTS_BASE.","SFC is the highest-volume SEIS investor in the UK with an open application route, so it is the most accessible institutional first cheque once Vytalix has SEIS advance assurance.","SFC will require a UK-incorporated, SEIS-eligible company with a full-time team, and may find the Nigeria government-sales model at odds with SEIS trading-activity rules.","Incorporate, secure SEIS advance assurance and apply with a UK-centred plan (advisory revenue plus MaternaLink UK pilot), requesting £150k-£250k as part of a wider angel round.","9","15","15","10","5","3","5","5","0","2","1","0","1","1","0"
"Haatch","Venture Capital","SEIS/EIS pre-seed fund (B2B SaaS)","United Kingdom","Stamford / London","https://www.haatch.com/","https://www.linkedin.com/company/haatch/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.haatch.com/","Pre-seed and seed SEIS/EIS investing in UK B2B software and digital transformation","Low - sector-agnostic B2B SaaS; occasional healthtech","B2B SaaS, AI, automation","United Kingdom","Pre-seed, Seed","£150k-£750k (ESTIMATE)","Not stated (prior knowledge insufficient)","Health names TO VALIDATE","Fred Soneya","Co-founder and Partner (prior knowledge - confirm on team page)","https://www.haatch.com/","Online pitch form on https://www.haatch.com/ (prior knowledge; TO VALIDATE)","No known route","https://www.haatch.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Haatch's SEIS/EIS pre-seed cheques and B2B SaaS lens suit MaternaLink if it is sold as workflow software to NHS trusts and integrated care boards.","Haatch will see long public-sector sales cycles and clinical-safety obligations as incompatible with the fast B2B SaaS traction it expects at pre-seed.","Pitch the care-coordination SaaS with a paid pilot letter of intent and the advisory arm as a customer-discovery engine, avoiding clinical-AI claims.","7","15","15","10","4","2","4","4","0","2","1","0","1","0","0"
"Jenson Funding Partners","Venture Capital","SEIS/EIS seed fund manager (sector-agnostic)","United Kingdom","London","https://www.jensonfundingpartners.com/","https://www.linkedin.com/company/jenson-funding-partners/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.jensonfundingpartners.com/","SEIS and EIS seed investing in UK early-stage companies across sectors including healthtech, software, consumer","Partial - healthtech among sectors (names TO VALIDATE)","Software, digital platforms","United Kingdom","Pre-seed, Seed","£150k-£1m (ESTIMATE)","Not stated (prior knowledge insufficient)","Healthtech names TO VALIDATE","Jeffrey Faustin","Chief Investment Officer (prior knowledge - confirm on team page)","https://www.jensonfundingpartners.com/","Online application form (prior knowledge; TO VALIDATE)","No known route","https://www.jensonfundingpartners.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Jenson is a long-running SEIS/EIS manager that funds UK pre-seed companies across sectors, offering another accessible tax-efficient first cheque.","Jenson will need SEIS eligibility, a UK-focused trade and a committed team, and will question a part-time founder with an undocumented product partner.","Approach alongside SFC and other SEIS funds with a consolidated £300k-£500k SEIS/EIS round anchored on UK pilot milestones.","8","15","15","10","4","2","4","4","0","2","1","0","1","0","0"
"Deepbridge Capital","Venture Capital","EIS/SEIS manager with dedicated Life Sciences fund (medtech, digital health)","United Kingdom","Chester","https://www.deepbridgecapital.com/","https://www.linkedin.com/company/deepbridge-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.deepbridgecapital.com/","EIS Technology Growth and Life Sciences SEIS/EIS funds: medtech, digital health, diagnostics, software","Yes - dedicated Life Sciences fund covering medtech and digital health","Medtech, digital health, software","United Kingdom","Seed, Series A (EIS)","£250k-£3m (ESTIMATE)","Not stated (prior knowledge insufficient)","Life-sciences and digital-health EIS investments TO VALIDATE","Ian Warwick","Managing Partner (prior knowledge - confirm on team page)","https://www.deepbridgecapital.com/","Website enquiry form (prior knowledge; TO VALIDATE)","No known route","https://www.deepbridgecapital.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Deepbridge runs a dedicated Life Sciences EIS fund that backs early UK medtech and digital-health companies, aligning with an EIS-qualifying MaternaLink round.","Deepbridge's life-sciences team will expect a regulatory classification and clinical evidence plan, which the current prototype does not have.","Present the v1 non-medical-device positioning with a documented MHRA classification rationale and a staged SaMD pathway for the later AI track.","14","13","13","9","6","4","3","5","0","1","1","0","1","0","0"
"Symvan Capital","Venture Capital","SEIS/EIS technology seed fund","United Kingdom","London","https://www.symvancapital.com/","https://www.linkedin.com/company/symvan-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.symvancapital.com/","SEIS/EIS seed investing in UK technology including healthtech, SaaS, AI","Partial - healthtech among sectors (names TO VALIDATE)","Software, AI, digital platforms","United Kingdom","Pre-seed, Seed","£150k-£1m (ESTIMATE)","Not stated (prior knowledge insufficient)","Healthtech names TO VALIDATE","Kealan Doyle","Co-founder and Chief Executive (prior knowledge - confirm on team page)","https://www.symvancapital.com/","Website application form (prior knowledge; TO VALIDATE)","No known route","https://www.symvancapital.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Symvan is another SEIS/EIS technology fund that can write a £150k-plus first cheque into a UK healthtech company with tax relief attached.","Symvan will look for a scalable tech product and team, and will find a services-led group with an early prototype under-developed for its portfolio.","Bundle with other SEIS funds in a single round and lead with product demo, pilot letter of intent and SEIS advance assurance.","9","15","15","10","4","2","3","4","0","1","1","0","1","0","0"
"UK Innovation & Science Seed Fund (UKI2S) / Future Planet Capital","Venture Capital","Public-backed science seed fund managed by Future Planet Capital","United Kingdom","London","https://ukinnovationscienceseedfund.co.uk/","https://www.linkedin.com/company/future-planet-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://ukinnovationscienceseedfund.co.uk/","Seed investment in science-based companies emerging from the UK public research base (UKRI institutes, Harwell, Rothamsted, health research organisations); life sciences, health, clean tech, AI","Yes - health and life sciences are core areas","Deep science, AI, medtech, diagnostics","United Kingdom","Pre-seed, Seed","£100k-£1m (ESTIMATE)","Backed by UKRI/BEIS/DSIT; Future Planet Capital group AUM c.£400m (ESTIMATE; prior knowledge)","Public-research-base health spinouts TO VALIDATE","Douglas Hansen-Luke","Executive Chairman, Future Planet Capital (prior knowledge - confirm on team page)","https://www.futureplanetcapital.com/","Website enquiry form (prior knowledge; TO VALIDATE); eligibility usually requires a link to a UK public research organisation","Possible - via a partnership with an NIHR-funded unit or UKRI institute","https://ukinnovationscienceseedfund.co.uk/;https://www.futureplanetcapital.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. Also relevant to the government/innovation fund category - cross-check for duplication.","UKI2S writes early science-seed cheques into companies tied to the UK public research base, which MaternaLink's AI track could access through an NIHR or university research partnership.","Without a formal link to a UK public research organisation, Vytalix does not meet UKI2S's eligibility criteria regardless of mission.","Secure a research partnership (e.g. NIHR maternity research unit) and pitch the maternal risk-scoring science as a co-developed public-research-base spinout.","12","12","13","10","8","4","3","6","0","1","1","0","1","1","0"
"Sussex Place Ventures","Venture Capital","Seed VC linked to London Business School community","United Kingdom","London","https://www.spventures.com/","https://www.linkedin.com/company/sussex-place-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.spventures.com/","Seed and early-stage technology investments, often with London Business School alumni founders; sector-agnostic","Low - occasional health investments (names TO VALIDATE)","Software, digital platforms","United Kingdom","Seed","£250k-£1m (ESTIMATE)","Not stated (prior knowledge insufficient)","TO VALIDATE","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","https://www.spventures.com/","Website contact form (prior knowledge; TO VALIDATE)","Possible - via London Business School alumni network","https://www.spventures.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated; current activity level TO VALIDATE.","Sussex Place Ventures writes small seed cheques into UK founders and its LBS link could bring commercial and governance support to a founder-led group.","With little health specialism, it will defer to a health lead investor and will not lead a pre-seed round in maternal health.","Approach as a follow-on co-investor once a health-focused lead is secured, emphasising governance and commercial rigour.","8","14","14","10","5","2","2","5","0","1","0","0","1","1","0"
"Episode 1 Ventures","Venture Capital","Seed-stage B2B software VC (open to cold pitches)","United Kingdom","London","https://episode1.com/","https://www.linkedin.com/company/episode-1-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://episode1.com/","Seed investments in UK B2B software companies (SaaS, AI, marketplaces)","Low - occasional healthtech software (names TO VALIDATE)","B2B SaaS, AI","United Kingdom","Seed","£500k-£2m (ESTIMATE)","Fund III c.£100m (ESTIMATE; prior knowledge)","Healthtech names TO VALIDATE","Paul McNabb","Managing Partner (prior knowledge - confirm on team page)","https://episode1.com/","Website pitch form (accepts cold pitches; prior knowledge; TO VALIDATE)","No known route","https://episode1.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Episode 1 leads UK seed rounds in B2B software and publicly accepts cold pitches, so a software-framed MaternaLink could get a fair hearing without a warm intro.","Episode 1 will want evidence of B2B pull (paying NHS or provider customers) and a technical founding team, neither of which exists yet.","Pitch after a paid UK pilot with MaternaLink positioned as B2B workflow software for maternity services, quantifying time saved per midwife and per obstetric team.","8","14","13","10","5","2","3","6","0","2","1","0","1","0","0"
"Concentric","Venture Capital","Seed / Series A VC (London and Copenhagen)","United Kingdom","London","https://www.concentric.vc/","https://www.linkedin.com/company/concentric-vc/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.concentric.vc/","Seed and Series A technology investments across Europe; sectors include health, fintech, SaaS, consumer","Partial - health among sectors (names TO VALIDATE)","Software, AI, digital platforms","UK and Northern Europe","Seed, Series A","£500k-£3m (ESTIMATE)","Not stated (prior knowledge insufficient)","Health names TO VALIDATE","Kjartan Rist","Founding Partner (prior knowledge - confirm on team page)","https://www.concentric.vc/","Website contact form (prior knowledge; TO VALIDATE)","No known route","https://www.concentric.vc/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Concentric backs UK and Nordic seed companies including health, and could co-invest in a seed round led by a health specialist.","Concentric will question market size for a UK maternity-workflow product and the execution risk of a simultaneous Nigeria government strategy.","Present a focused UK wedge with clear ICB procurement economics and treat Africa as a later, partner-led expansion.","9","13","12","9","5","3","3","6","0","1","1","0","1","0","0"
"Passion Capital","Venture Capital","Pre-seed / seed VC (London)","United Kingdom","London","https://www.passioncapital.com/","https://www.linkedin.com/company/passion-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.passioncapital.com/","Pre-seed and seed technology investments in the UK and Europe; fintech, consumer, SaaS, some health","Low to partial - occasional health investments (names TO VALIDATE)","Software, fintech, consumer apps","UK and Europe","Pre-seed, Seed","£200k-£1m (ESTIMATE)","Fund III c.£45m (ESTIMATE; prior knowledge)","Health names TO VALIDATE; best known for Monzo, GoCardless (prior knowledge)","Eileen Burbidge","Partner (prior knowledge - confirm on team page)","https://www.passioncapital.com/","Website contact form (prior knowledge; TO VALIDATE)","No known route","https://www.passioncapital.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Passion Capital writes early pre-seed cheques into UK founders and its partners are influential in London tech, which could open doors beyond the cheque.","Passion's track record is fintech and consumer software, so it will likely defer on a clinical-adjacent maternal-health platform it cannot diligence.","Position as a consumer-grade product for mothers plus a B2B channel, and seek Passion only as a co-investor alongside a health-specialist lead.","7","15","14","10","5","2","3","7","0","1","1","0","1","0","0"
"Connect Ventures","Venture Capital","Seed VC for product-led companies","United Kingdom","London","https://www.connectventures.co/","https://www.linkedin.com/company/connect-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.connectventures.co/","Seed investments in product-led software companies across Europe","Low - occasional health/wellbeing apps (names TO VALIDATE)","Product-led SaaS, consumer software","UK and Europe","Seed","£500k-£2m (ESTIMATE)","Not stated (prior knowledge insufficient)","Health names TO VALIDATE","Sitar Teli","Managing Partner (prior knowledge - confirm on team page)","https://www.connectventures.co/","Website contact form (prior knowledge; TO VALIDATE)","No known route","https://www.connectventures.co/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Connect Ventures backs product-led seed companies, and a mother-facing MaternaLink app with strong engagement could fit its product-craft thesis.","Connect will see NHS procurement and government sales as the opposite of product-led growth and will question distribution.","Show mother-facing engagement data from a pilot (retention, weekly use) and a bottom-up adoption path through midwives before B2B contracts.","7","14","13","10","4","2","3","6","0","1","1","0","1","0","0"
"Playfair Capital","Venture Capital","Pre-seed VC (sector-agnostic; runs Female Founder Office Hours)","United Kingdom","London","https://playfair.vc/","https://www.linkedin.com/company/playfair-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://playfair.vc/","Pre-seed investments in UK and European technology companies; sector-agnostic including healthtech, AI, SaaS","Partial - healthtech among sectors (names TO VALIDATE)","Software, AI, digital platforms","UK and Europe","Pre-seed, Seed","£300k-£1m (ESTIMATE)","Fund III c.£70m (ESTIMATE; prior knowledge)","Healthtech names TO VALIDATE","Chris Smith","Managing Partner (prior knowledge - confirm on team page)","https://playfair.vc/","Online pitch form on https://playfair.vc/ (explicitly welcomes cold pitches; prior knowledge; TO VALIDATE)","Possible - via Playfair office-hours programmes","https://playfair.vc/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. Known for transparent, cold-pitch-friendly process.","Playfair writes genuine pre-seed cheques, welcomes cold pitches and runs inclusion-focused office hours, making it one of the most accessible institutional pre-seed options for Vytalix.","Playfair will want a full-time founding team with technical capability and evidence of customer discovery, not a concept deck and a third-party prototype.","Apply with a crisp pre-seed plan: team, MaternaLink IP assigned, 20 customer-discovery interviews with midwives/ICBs, and a 12-month path to a paid pilot.","8","15","15","10","5","2","4","6","0","2","1","0","1","1","0"
"7percent Ventures","Venture Capital","Pre-seed / seed 'moonshot' VC","United Kingdom","London","https://7pc.vc/","https://www.linkedin.com/company/7percent-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://7pc.vc/","Pre-seed and seed investments in ambitious UK/European technology founders; deep tech, AI, some health","Low - occasional health investments (names TO VALIDATE)","Deep tech, AI, software","UK and Europe","Pre-seed, Seed","£100k-£500k (ESTIMATE)","Not stated (prior knowledge insufficient)","Health names TO VALIDATE","Andrew J. Scott","Founding Partner (prior knowledge - confirm on team page)","https://7pc.vc/","Website pitch form (prior knowledge; TO VALIDATE)","No known route","https://7pc.vc/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","7percent backs very early, ambitious founders with small cheques, so the long-term vision of multimodal maternal risk prediction may appeal even at concept stage.","7percent seeks technically defensible moonshots and may view a care-coordination platform as incremental and the AI ambition as unproven.","Lead with the long-term vision (predictive maternal safety) while showing a disciplined, regulatory-aware path from v1 coordination to v3 AI.","7","15","15","10","4","2","3","5","0","1","1","0","1","0","0"
"Firstminute Capital","Venture Capital","Seed VC backed by founder LPs (London)","United Kingdom","London","https://www.firstminute.capital/","https://www.linkedin.com/company/firstminute-capital/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.firstminute.capital/","Seed investments across Europe and the US in software, AI, deep tech, some health","Low to partial - occasional healthtech (names TO VALIDATE)","Software, AI, deep tech","UK, Europe, US","Seed (some pre-seed)","$1m-$3m (ESTIMATE)","Fund II c.$111m (ESTIMATE; prior knowledge)","Health names TO VALIDATE","Brent Hoberman","Co-founder and Executive Chairman (prior knowledge - confirm on team page)","https://www.firstminute.capital/","Website contact form (prior knowledge; TO VALIDATE)","Possible - via Founders Forum / Founders Factory network","https://www.firstminute.capital/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Firstminute's founder-LP base offers unusually strong network value for a first-time founder, even though its typical cheque is above Vytalix's first round.","Firstminute's $1m-plus seed cheques and preference for globally scalable software make a pre-formation maternal-health group too early and too niche.","Target for a later seed round, using Founders Forum-style introductions and a demonstrated UK pilot to justify a $1m-plus cheque.","8","13","10","9","6","2","2","8","0","1","1","0","1","1","0"
"Entrepreneur First","Venture Capital","Accelerator fund (talent investor: pre-team, pre-idea programme investing cash for equity)","United Kingdom","London","https://www.joinef.com/","https://www.linkedin.com/company/entrepreneur-first/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.joinef.com/","Invests in individuals before they have a team or company; cohort programme in London and other hubs with pre-seed investment on company formation; strong deep tech and AI bias","Partial - healthtech and bio companies emerge from cohorts (names TO VALIDATE)","AI, deep tech, software","UK (London), plus Paris, Bangalore, New York, San Francisco","Pre-seed (programme)","c.£250k pre-seed on formation for c.8-10% equity (ESTIMATE; prior knowledge)","Not stated (prior knowledge insufficient)","Health names TO VALIDATE","Alice Bentinck","Co-founder and Chief Executive Officer (prior knowledge - confirm on team page)","https://www.joinef.com/","Programme application on https://www.joinef.com/ (individual applicants; prior knowledge; TO VALIDATE)","Possible - via EF alumni founders","https://www.joinef.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. EF invests in individuals to form new companies, so it is a poor fit for an existing group with an existing product.","EF could help the founder find a technical co-founder and provides a pre-seed cheque on formation, which addresses Vytalix's team gap directly.","EF's model requires joining a cohort as an individual and building a new company from scratch, incompatible with keeping Vytalix's existing structure and MaternaLink arrangement.","Only consider if the founder is willing to re-found MaternaLink inside EF with a technical co-founder; otherwise use EF alumni as a talent pool.","8","15","12","9","6","2","4","7","0","2","1","0","1","1","0"
"Hoxton Ventures","Venture Capital","Seed VC with healthcare and AI focus (early backer of Babylon Health)","United Kingdom","London","https://www.hoxtonventures.com/","https://www.linkedin.com/company/hoxton-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.hoxtonventures.com/","Seed investments in European start-ups targeting large US/global markets; healthcare, AI, software","Yes - healthcare is a stated focus (Babylon Health, Peptone, Raremark; prior knowledge)","AI, digital health, software","UK and Europe (US market ambition)","Seed, Series A","$500k-$3m (ESTIMATE)","Fund III c.$215m (ESTIMATE; prior knowledge)","Babylon Health (digital primary care), Peptone, Raremark (prior knowledge; TO VALIDATE)","Hussein Kanji","Partner (prior knowledge - confirm on team page)","https://www.hoxtonventures.com/","Website contact (prior knowledge; TO VALIDATE); warm intro strongly preferred","Possible - via Hoxton healthcare portfolio founders","https://www.hoxtonventures.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Hoxton is one of the few UK seed funds with a genuine healthcare thesis and global ambition, and has backed digital care delivery from seed.","Hoxton looks for founders who can dominate a large global category, and will see UK maternity services plus Nigerian state contracts as fragmented, slow markets.","Frame maternal care coordination as a global category (rising maternal mortality in the US and UK equity gaps) with a defensible data asset, and show a route to US or multi-market expansion.","13","13","12","9","8","4","2","8","0","1","1","0","1","1","0"
"Eka Ventures","Venture Capital","Consumer-health and sustainable-consumption seed / Series A VC","United Kingdom","London","https://www.ekavc.com/","https://www.linkedin.com/company/eka-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.ekavc.com/","Seed and Series A in consumer health, sustainable consumption and inclusive economy in the UK and Europe","Yes - consumer health (digital health, wellbeing, care) is a core theme","Digital health, consumer platforms","UK and Europe","Seed, Series A","£1m-£5m (ESTIMATE)","Fund I c.£68m (ESTIMATE; prior knowledge)","Consumer-health portfolio TO VALIDATE","Camilla Dolan","Co-founder and Partner (prior knowledge - confirm on team page)","https://www.ekavc.com/","Website contact form (prior knowledge; TO VALIDATE)","No known route","https://www.ekavc.com/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Eka's consumer-health and inclusive-economy themes match a mother-facing maternal-health platform designed around under-served communities.","Eka's minimum cheque is above Vytalix's first round and it will want consumer engagement data that a pre-launch platform lacks.","Return at seed with mother-facing usage metrics from a UK pilot and a clear consumer-plus-B2B model that meets Eka's impact criteria.","14","12","10","10","8","5","2","6","0","1","1","0","1","0","0"
"Triple Point Ventures","Venture Capital","EIS/VCT venture arm of Triple Point (B2B software incl. healthtech)","United Kingdom","London","https://www.triplepoint.co.uk/ventures","https://www.linkedin.com/company/triple-point/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.triplepoint.co.uk/ventures","Seed-stage B2B software via EIS funds and VCT; sectors include healthtech, fintech, enterprise software","Partial - healthtech among sectors (names TO VALIDATE)","B2B SaaS, AI","United Kingdom","Seed","£250k-£2m (ESTIMATE)","Triple Point group AUM c.£3bn incl. infrastructure; ventures allocation not stated (ESTIMATE; prior knowledge)","Healthtech names TO VALIDATE","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","https://www.triplepoint.co.uk/ventures","Online pitch form (prior knowledge; TO VALIDATE)","No known route","https://www.triplepoint.co.uk/ventures","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","Triple Point Ventures writes EIS-qualifying seed cheques into UK B2B software including healthtech, fitting an NHS-facing MaternaLink SaaS round.","Triple Point will require a B2B customer pipeline and will discount a model that depends on Nigerian state contracts.","Pitch the UK B2B SaaS case with pilot LOIs and EIS eligibility, keeping the Africa story as optionality.","10","14","14","10","5","3","3","5","0","2","0","0","1","0","0"
"Ascension Ventures","Venture Capital","SEIS/EIS and impact seed fund manager (incl. Fair by Design and impact mandates)","United Kingdom","London","https://www.ascension.vc/","https://www.linkedin.com/company/ascension-ventures/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.ascension.vc/","Pre-seed and seed SEIS/EIS investing with impact funds; sectors include healthtech, fintech, consumer, education","Yes - healthtech is a recurring sector across SEIS/EIS and impact funds (names TO VALIDATE)","Software, digital platforms","United Kingdom","Pre-seed, Seed","£150k-£1m (ESTIMATE)","Not stated (prior knowledge insufficient)","Healthtech names TO VALIDATE","Jean de Fougerolles","Founder and Managing Partner (prior knowledge - confirm on team page)","https://www.ascension.vc/","Online application form on https://www.ascension.vc/ (prior knowledge; TO VALIDATE)","Possible - via impact-investing networks (e.g. Fair by Design partners)","https://www.ascension.vc/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. Combination of SEIS/EIS money and impact mandates is well suited to a maternal-health equity thesis.","Ascension pairs SEIS/EIS pre-seed cheques with impact mandates, so a maternal-health platform addressing outcome disparities can qualify on both financial and impact criteria.","Ascension will still require SEIS eligibility, an impact measurement plan and a full-time team, and will challenge unvalidated clinical claims.","Submit an impact-led pre-seed application with defined maternal-equity outcome metrics, the re-based non-diagnostic v1 and SEIS advance assurance.","11","15","15","10","6","5","4","5","0","2","1","0","1","1","0"
"BGF","Venture Capital","UK growth-capital investor (bank-backed; also early-stage and healthcare investments)","United Kingdom","London (regional offices UK-wide)","https://www.bgf.co.uk/","https://www.linkedin.com/company/bgf/","","","","","PHONE NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.bgf.co.uk/","Minority growth capital £1m-£15m for UK and Irish businesses across sectors including healthcare and technology; some early-stage investments","Partial - healthcare is a sector team (names TO VALIDATE)","Software, healthtech, medtech","United Kingdom and Ireland","Growth, Series A/B; limited early-stage","£1m-£15m (ESTIMATE)","c.£2.5bn+ evergreen capital (ESTIMATE; prior knowledge)","Healthcare growth investments TO VALIDATE","Andy Gregory","Chief Executive Officer (prior knowledge - confirm on team page)","https://www.bgf.co.uk/","Regional office contact forms via https://www.bgf.co.uk/ (prior knowledge; TO VALIDATE)","Possible - via regional BGF offices and bank relationship managers","https://www.bgf.co.uk/","Unverified (prior knowledge)","Search budget exhausted before this fund could be checked; all fields from prior knowledge. Growth investor - included with honest low stage/ticket scores as a future follow-on.","BGF's evergreen, patient capital and regional presence make it a plausible growth investor once Vytalix has revenue, but not a first-round option.","BGF's £1m minimum and revenue requirements rule out a pre-revenue group entirely at this stage.","Track for a future growth round after the advisory business and MaternaLink pilots generate recurring revenue.","10","5","6","10","8","3","4","7","0","1","1","0","1","1","0"
