"Investor ID","Investor / Organisation","Investor Type","Subcategory","Country","City","Official Website","LinkedIn","Professional Phone Number (best)","Investment Contact Phone","General Office Phone","Investor Relations Phone","Phone Verification Status","Phone Source","Investment Email","General Email","Email Source","Investment Focus","Healthcare Focus","Technology Focus","Geography Focus","Investment Stage","Typical Ticket","Fund Size / Assets","Relevant Portfolio","Vytalix Fit (Sector /20)","Stage Fit /15","Ticket Fit /15","Geographic Fit /10","Strategic Value /15","MaternaLink Fit /10","Accessibility /5","Network Value /10","VYTALIX INVESTOR FIT SCORE /100","CONTACTABILITY SCORE /10","Investment Probability","Overall Score","Tier","Priority","Relevant Decision Maker","Decision Maker Role","Decision Maker Source","Contact Route","Warm Intro Possibility","Source","Last Verified","CRM Status","Next Action","Why Investor for Vytalix","Likely Objection","Recommended Pitch Angle","Notes","Research Batch"
"VX-095","Angels Den","Angel Network","Angel network and online co-investment platform (FCA-regulated) with SEIS/EIS focus","United Kingdom","London","https://www.angelsden.com/","https://www.linkedin.com/company/angels-den/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","em@angelsden.com","info@angelsden.com","https://www.angelsden.com/contact-us","SEIS/EIS-eligible early-stage companies across sectors; entrepreneurs pitch to a large angel base online and at events","Partial - sector-agnostic; health-tech deals listed periodically","Software, consumer, health-tech, cleantech","United Kingdom","Pre-seed and Seed","GBP 100k-1m rounds (ESTIMATE)","Not applicable (network of thousands of registered angels)","Live opportunities listed on angelsden.com (e.g. Wootzano, Wagonex per search results)","8","14","14","10","4","2","5","4","61","6","Medium","61","C","C-Tier (50–64): maintain and monitor","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","Email em@angelsden.com (Entrepreneur Management team) or info@angelsden.com; contact page https://www.angelsden.com/contact-us","Possible - via Angels Den alumni founders","https://www.angelsden.com/contact-us;https://www.angelsden.com/contact-angels-den/;https://www.angelsden.com/about-us/;https://www.angelsden.com/seis-tax-relief/","2026-09-07","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Angels Den offers a direct entrepreneur email and an SEIS-oriented angel base, making it one of the most accessible pre-seed routes in the UK.","Angels Den's generalist angels will need a simple, credible story and may balk at an undocumented IP relationship with the MaternaLink prototype.","Email the entrepreneur team after incorporation with a short SEIS deck focused on the services-funded build of MaternaLink (in development).","Official contact pages show email routes but no telephone in search results. Fees apply for listing/pitching - confirm current model.","08_angel_networks_seed.csv"
"VX-096","Medical Credit Fund (PharmAccess Group)","Impact / DFI","Non-profit debt fund for African private health SMEs (clinics, pharmacies, health-tech), part of PharmAccess","Netherlands","Amsterdam","https://www.medicalcreditfund.org/","https://www.linkedin.com/company/medical-credit-fund/","+31 (0)20 210 3920","","+31 (0)20 210 3920","","VERIFIED 2026-09-07 (source in phone_source_url)","https://www.medicalcreditfund.org/contact/","NOT PUBLICLY AVAILABLE","contact@medicalcreditfund.org","https://www.medicalcreditfund.org/contact/","Loans (incl. digital 'Cash Advance' loans) to small and medium healthcare providers in Africa, with technical assistance via SafeCare quality standards; MCF II raised c. €32m+; Nigeria (Lagos) is a core market; PharmAccess also runs maternal-health and digital-health programmes","Yes – exclusively healthcare; PharmAccess has explicit maternal-health programmes (e.g. MomCare in Kenya/Tanzania) and Nigerian health-financing work","Digital lending and digital health-provider platforms; PharmAccess supports digital maternal-care bundles","Nigeria, Kenya, Ghana, Tanzania, Uganda","Debt to operating providers; not equity for start-ups","Loans c. US$1k–$2.5m to clinics and health SMEs","MCF II c. €32m+ (ESTIMATE)","Thousands of loans to African clinics and pharmacies; partnerships with Lagos State health programmes","13","3","3","8","13","9","4","8","61","6","Medium","61","C","C-Tier (50–64): maintain and monitor","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","","contact@medicalcreditfund.org or +31 (0)20 210 3920 ; PharmAccess Nigeria office (Abuja/Lagos); office AHTC Tower 4C, Paasheuvelweg 25, 1105 BP Amsterdam","Possible – via PharmAccess Nigeria programme staff or SafeCare-certified clinics","https://www.medicalcreditfund.org/contact/;https://www.pharmaccess.org/contact/;https://www.pharmaccess.org/medical-credit-fund/","2026-09-07","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","PharmAccess/MCF finances and quality-certifies the private Nigerian clinics that could deploy MaternaLink, and its MomCare maternal-care bundle is a proven model to learn from and plug into.","MCF lends to health providers with revenue and cannot provide equity or grants to a pre-seed software company.","Propose MaternaLink as a care-coordination tool for MCF/SafeCare clinics in Lagos or Ekiti, seeking a partnership rather than capital.","Phone, email and address verified on official contact page. MCF is a lender to providers, not an equity investor; strategic value is PharmAccess's maternal-care (MomCare) model and Nigerian clinic network as a distribution channel.","05_impact_dfi_global_health.csv"
"VX-097","Fair By Design Fund","Impact / DFI","Impact venture fund tackling the 'poverty premium' – managed by Ascension (Ascension itself covered separately)","United Kingdom","London","https://fairbydesign.com","","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://fairbydesign.com (check contact page)","Venture fund investing in early-stage UK businesses that reduce the extra costs low-income households pay for essential services (energy, finance, insurance, telecoms, food, health-adjacent services); backed by Joseph Rowntree Foundation, Big Society Capital and others; managed by Ascension","Not a health fund, but health-adjacent 'essential services' and inequality-reduction models can qualify; maternal-health inequality is a plausible angle (TO VALIDATE with the team)","Fintech, insurtech, energy, digital services for low-income consumers","United Kingdom","Pre-seed, Seed, Series A","c.£100k–£1m (ESTIMATE from public fund materials – confirm)","c.£20m+ venture fund (ESTIMATE)","UK poverty-premium fintech and energy start-ups (names TO VALIDATE); no known maternal-health holding","9","13","13","10","7","5","3","5","65","3","Low","60","B","B-Tier (65–79): targeted relationship development","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED (fund managed by Ascension's impact team – confirm on Ascension team page)","https://fairbydesign.com","Apply through Ascension's online pitch submission (Fair By Design is an Ascension-managed fund) or contact form on fairbydesign.com","Possible – via Ascension's impact team or Joseph Rowntree Foundation network","https://fairbydesign.com;https://www.ascension.vc","Unverified (prior knowledge)","Researched","Email/LinkedIn introduction; request 20-minute call; verify phone.","An impact fund whose inequality thesis overlaps with MaternaLink's origin – the disproportionate maternal risk faced by low-income and Black women in the UK.","Health outcomes are not a poverty-premium 'extra cost', so the fund may judge MaternaLink outside its mandate.","Quantify the financial and service-access costs borne by low-income mothers and show how MaternaLink v1 reduces them, with SEIS/EIS structure as a bonus.","Listed separately from Ascension (excluded) because it is a distinct fund with its own thesis. Fit hinges on framing maternal-health access for low-income and Black/minority-ethnic women as a poverty-premium problem.","02_uk_generalist_ai_vc.csv"
"VX-098","Johnson & Johnson Innovation – JJDC","Strategic / Corporate VC","Pharma/medtech/consumer-health CVC","United States","New Brunswick, NJ (J&J Innovation centre in London)","https://jnjinnovation.com/","https://www.linkedin.com/company/johnson-&-johnson-innovation","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Strategic venture investments across pharmaceuticals, medtech and health technology; works alongside J&J Innovation centres and JLABS incubators","Pharma, medtech, digital health, health tech","Devices, digital health, data","Global; London innovation centre covers UK/EMEA","Seed to late stage (JJDC invests across stages; seed typically via JLABS relationships)","USD 1m–30m (ESTIMATE)","Evergreen corporate balance-sheet vehicle (NOT PUBLICLY STATED)","Broad; digital-health investments listed on jnjinnovation.com (TO VALIDATE)","15","8","6","8","10","5","3","9","64","4","Medium","60","C","C-Tier (50–64): maintain and monitor","NOT PUBLICLY IDENTIFIED","Global Head of JJDC / London innovation centre lead (TO VALIDATE)","https://jnjinnovation.com/","'Partner with us' / submit opportunity form on https://jnjinnovation.com/ (TO VALIDATE) ; London innovation centre","Possible – via JLABS/J&J Innovation London programmes and Innovate UK partnerships","https://jnjinnovation.com/","Unverified (prior knowledge)","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","J&J Innovation runs a London centre with a public submission route and JJDC invests across stages, so it is one of the few pharma CVCs a UK pre-seed company can actually approach.","JJDC expects a differentiated technology or clinical asset aligned to a J&J business, and non-diagnostic maternal care coordination has no obvious J&J owner.","Submit through J&J Innovation London highlighting the UK maternal-health equity problem and the MaternaLink R&D track, aiming for JLABS or a partnering conversation.","Not verified today. JJDC is one of the oldest CVCs and J&J Innovation has a London presence with a formal opportunity-submission route, making it more accessible than most pharma CVCs. J&J's women's-health footprint is smaller since the Kenvue spin-off.","04_africa_em_vc.csv"
"VX-099","Oxford Science Enterprises","Venture Capital","University-affiliated science VC (University of Oxford spinouts)","United Kingdom","Oxford","https://www.oxfordscienceenterprises.com/","https://www.linkedin.com/company/oxford-science-enterprises/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.oxfordscienceenterprises.com/","Oxford University spinouts across life sciences, health tech, deep tech and software/AI; pre-seed to growth","Yes - life sciences and health tech are core clusters (diagnostics, AI imaging, clinical workflow)","AI, medtech, diagnostics, software","Oxford / UK","Pre-seed, Seed, Series A, growth (Oxford spinouts only)","£250k-£10m+ (ESTIMATE)","c.£850m raised since 2015 (ESTIMATE; prior knowledge)","Ultromics (AI echocardiography), Perspectum (liver imaging), Navenio (NHS workflow location AI), OrganOx, Oxford Nanopore (prior knowledge; TO VALIDATE)","15","8","9","10","9","3","2","8","64","4","Medium","60","C","C-Tier (50–64): maintain and monitor","Ed Bussey","Chief Executive Officer (prior knowledge - confirm on team page)","https://www.oxfordscienceenterprises.com/","Website contact form (prior knowledge; TO VALIDATE); route is via Oxford University Innovation for spinouts","Possible - only via an Oxford University research collaboration","https://www.oxfordscienceenterprises.com/","Unverified (prior knowledge)","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","OSE has NHS-facing AI and workflow companies (Ultromics, Navenio) and Oxford maternal-health research (e.g. NPEU) sits nearby, so a research tie-up could make MaternaLink investable for it.","Vytalix is not an Oxford spinout, which is a hard eligibility bar irrespective of the quality of the maternal-health thesis.","Treat OSE as a partner-of-partner: secure an Oxford clinical research collaboration first, then present the MaternaLink AI track as a joint spinout-style vehicle.","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated. Invests only in University of Oxford spinouts and affiliated companies.","01_uk_health_vc.csv"
"VX-100","Roche Venture Fund","Strategic / Corporate VC","Pharma/diagnostics CVC","Switzerland","Basel (also South San Francisco)","https://www.roche.com/venturefund","https://www.linkedin.com/company/roche","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Equity investments in life-science companies in pharmaceuticals, diagnostics and digital health","Therapeutics, diagnostics, digital health","Diagnostics, digital health, data","Global (Europe and US)","Seed to Series B (prior knowledge; TO VALIDATE)","CHF/USD 1m–10m per round (ESTIMATE)","Circa CHF 500m evergreen (prior knowledge; TO VALIDATE)","Portfolio listed at https://www.roche.com/venturefund/venturefund-portfolio (digital-health names TO VALIDATE)","15","7","6","7","11","7","3","8","64","4","Medium","60","C","C-Tier (50–64): maintain and monitor","Anja Harmeier","Head of Roche Venture Fund","https://www.roche.com/venturefund/venturefund-team","Postal: F. Hoffmann-La Roche AG, Roche Venture Fund, Grenzacherstrasse 124, CH-4070 Basel (roche.com team page); LinkedIn to Anja Harmeier / Simon Greenwood","Possible – via Roche Diagnostics UK (Burgess Hill) relationships","https://www.roche.com/venturefund;https://www.roche.com/venturefund/venturefund-team;https://www.roche.com/venturefund/venturefund-portfolio;https://www.openvc.app/fund/Roche%20Venture%20Fund","2026-09-07","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Roche Venture Fund explicitly lists digital health alongside diagnostics, and Roche Diagnostics' pre-eclampsia biomarker tests (sFlt-1/PlGF) make maternal risk a genuine strategic interest.","Roche will want a diagnostic or data-generating asset with clinical validation, whereas MaternaLink v1 is a non-diagnostic coordination platform with no data.","Frame MaternaLink's v3 R&D track as a future channel for maternal biomarker-guided care pathways and seek an early relationship, not a pre-seed cheque.","Team (Anja Harmeier, Simon Greenwood, Monique Schiersing, Gabriella Zoech) and Basel address confirmed via roche.com search snippet. A contact email roche.venturefund@roche.com was shown only on a third-party listing (openvc.app) – TO VALIDATE on the official page before use; not recorded as verified. Roche invests in diagnostics/digital health but MaternaLink v1 is non-diagnostic.","04_africa_em_vc.csv"
"VX-101","Par Equity","Venture Capital","Edinburgh-based VC and EIS manager with Par Investor Network (angel co-investment)","United Kingdom","Edinburgh","https://www.parequity.com/","https://www.linkedin.com/company/par-equity/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.parequity.com/","Early-stage technology in the North of the UK (Scotland, Northern England, Northern Ireland) including healthtech, industrial tech, software","Partial - healthtech is a named sector; early backer of Current Health (remote monitoring, acquired by Best Buy) per prior knowledge","Software, medtech, AI","Scotland and North of UK","Seed, Series A","£500k-£5m (ESTIMATE)","c.£150m+ raised across funds (ESTIMATE; prior knowledge)","Current Health (remote patient monitoring; prior knowledge, TO VALIDATE), other healthtech names TO VALIDATE","12","12","12","8","7","3","3","6","63","4","Medium","60","C","C-Tier (50–64): maintain and monitor","Paul Munn","Managing Partner (prior knowledge - confirm on team page)","https://www.parequity.com/","Website contact form (prior knowledge; TO VALIDATE)","Possible - via Par Investor Network angels or Scottish healthtech ecosystem","https://www.parequity.com/","Unverified (prior knowledge)","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Par Equity has a proven digital-health exit (Current Health) and combines fund money with an angel network, which suits a first institutional round of £500k-£1m.","Par invests in companies based in Scotland and the North, so a London-based Vytalix would need a northern base or Scottish clinical partner to qualify.","If a Scottish or northern NHS maternity partner is secured, pitch MaternaLink as a remote-monitoring-adjacent care-coordination platform in the Current Health lineage.","Search budget exhausted before this fund could be checked; all fields from prior knowledge. Geographic mandate is the North of the UK.","01_uk_health_vc.csv"
"VX-102","Proparco / Digital Africa (Fuzé)","Impact / DFI","French DFI (AFD Group) with Digital Africa early-stage vehicle (Fuzé pre-seed tickets)","France","Paris","https://www.proparco.fr/en","https://www.linkedin.com/company/proparco/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE (not checked this session – verify on official contact page)","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Proparco: equity, debt and fund investments in Africa and emerging markets incl. health; Digital Africa (backed by Proparco/AFD) runs Fuzé, a pre-seed facility writing small tickets into African tech start-ups; also Bridge Fund by Digital Africa","Yes – Proparco has a health sector strategy (hospitals, pharma, health-tech); Digital Africa is sector-agnostic tech","African digital start-ups (Digital Africa); tech-enabled services","Africa (incl. Nigeria) and emerging markets; Digital Africa focuses on African-founded start-ups, historically with francophone emphasis","Fuzé: pre-seed; Proparco direct: growth","Fuzé: c. €50k–€300k (ESTIMATE); Proparco direct: €5m+","Proparco c. €8bn portfolio (ESTIMATE); Digital Africa c. €130m programme (ESTIMATE)","Digital Africa/Fuzé pre-seed portfolio across African tech; Proparco health investments in African hospital and pharma groups","11","9","9","8","9","6","3","7","62","5","Medium","60","C","C-Tier (50–64): maintain and monitor","Françoise Lombard – confirm on team page","Chief Executive Officer, Proparco","https://www.proparco.fr/en","Digital Africa Fuzé applications via https://digital-africa.co/ ; Proparco via regional offices (Lagos/Abidjan)","Possible – via Digital Africa alumni or Proparco-backed African funds","https://www.proparco.fr/en;https://digital-africa.co/","Unverified (prior knowledge)","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Digital Africa's Fuzé is one of the few DFI-backed vehicles that actually writes pre-seed cheques into African digital start-ups, which matches MaternaLink's Nigeria track.","Fuzé targets African-registered, African-led start-ups, and Vytalix is currently a UK entity with no Nigerian subsidiary or live deployment.","Apply via a Nigerian operating subsidiary with local co-founder/ownership clarified, framing MaternaLink as a Nigeria-built maternal care-coordination platform with UK advisory backing.","Written from prior knowledge. Fuzé eligibility rules (African-registered entity, founder residency) are TO VALIDATE – a UK-domiciled company may need a Nigerian subsidiary to qualify.","05_impact_dfi_global_health.csv"
"VX-103","Talis Capital","Family Office","Family-office-backed venture investor (Privium group) writing seed to Series A cheques","United Kingdom","London","https://taliscapital.com/","https://www.linkedin.com/company/talis-capital/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.taliscapital.com/contact/","Early-stage technology: enterprise software, fintech, health, climate, consumer; backed by family-office capital","Partial - health-tech is one of several themes","AI, SaaS, digital health, cyber","UK, Europe, selective US","Seed and Series A (some pre-seed)","GBP 1m-5m (ESTIMATE)","c.US$600m+ deployed (ESTIMATE from public statements)","Onfido, Darktrace (early), Iproov, Garten, Kimai; health names include a small number of digital-health companies (prior knowledge; TO VALIDATE)","12","10","8","10","7","3","3","7","60","6","Medium","60","C","C-Tier (50–64): maintain and monitor","Matus Maar","Co-founder and Managing Partner (prior knowledge - confirm on team page)","https://taliscapital.com/team/","Typeform pitch submission via https://www.taliscapital.com/contact/ (per official contact page)","Possible - via London seed VCs that co-invest with Talis","https://www.taliscapital.com/contact/;https://taliscapital.com/team/;https://taliscapital.com/portfolio/;https://www.taliscapital.com/fulldisclaimer/","2026-09-07","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Talis is a London family-office-backed investor with a direct pitch form and appetite for seed-stage AI and digital-health companies.","Talis typically leads with GBP 1m+ into companies with a product and early customers, so a pre-formation services-plus-platform group is too early.","Submit via the pitch form at seed stage once MaternaLink (in development) has a UK pilot, emphasising the AI research track and Talis's UK focus.","Official contact page uses a Typeform; no phone or email shown in search results. Registered via Privium at The Shard, 32 London Bridge Street, SE1 9SG; HQ Wimbledon.","07_family_offices.csv"
"VX-104","LoftyInc Capital Management","Venture Capital","Africa-focused early-stage VC (late seed / Series A in Fund III)","Nigeria","Lagos","https://loftyinc.vc","","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Tech-enabled 'everyday economy' startups in Africa: logistics, health tech, retail, climate, deep tech/AI","Yes - health tech is a named focus sector for Fund III","Tech-enabled services, AI","Nigeria, Egypt, Kenya, francophone Africa","Late seed and Series A (Fund III); earlier funds pre-seed/seed","Initial US$50k-US$250k with follow-on up to US$1m (per Techpoint/Weetracker 2025)","Fund III (LoftyInc Alpha) US$43m first close (2025)","Health tech listed among focus sectors; specific companies not confirmed in search","13","9","11","8","8","6","2","7","64","3","Low","59","C","C-Tier (50–64): maintain and monitor","Idris Ayodeji Bello","Founding Partner & Portfolio Manager","https://www.crunchbase.com/organization/loftyinc-capital-management","Website loftyinc.vc (no public pitch email found); LinkedIn to founding partner","Possible - via Afropreneur network / Nigerian portfolio founders","https://loftyinc.vc/;https://techpoint.africa/news/loftyinc-43-third-fund/;https://weetracker.com/2025/03/05/loftyinc-capital-secures-third-fund/;https://techcrunch.com/2021/08/31/loftyinc-capital-launches-third-fund-at-10m-for-a-more-diverse-portfolio-of-african-startups/","2026-09-07","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Nigeria-rooted fund that names health tech as a core sector and still writes initial cheques from US$50k.","Fund III targets late-seed and Series A companies with revenue, which Vytalix will not have for some time.","Position for a later seed round after a paid Nigerian pilot, and ask now for ecosystem introductions rather than capital.","A phone and address for LoftyInc appeared only on scraped directories (and looked like placeholders) and are excluded. Fund III has moved to late-seed/Series A, so pre-seed fit is weaker than earlier funds.","04_africa_em_vc.csv"
"VX-105","Triple Point Ventures","Venture Capital","EIS/VCT venture arm of Triple Point (B2B software incl. healthtech)","United Kingdom","London","https://www.triplepoint.co.uk/ventures","https://www.linkedin.com/company/triple-point/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.triplepoint.co.uk/ventures","Seed-stage B2B software via EIS funds and VCT; sectors include healthtech, fintech, enterprise software","Partial - healthtech among sectors (names TO VALIDATE)","B2B SaaS, AI","United Kingdom","Seed","£250k-£2m (ESTIMATE)","Triple Point group AUM c.£3bn incl. infrastructure; ventures allocation not stated (ESTIMATE; prior knowledge)","Healthtech names TO VALIDATE","10","14","14","10","5","3","3","5","64","3","Low","59","C","C-Tier (50–64): maintain and monitor","NOT PUBLICLY IDENTIFIED","NOT PUBLICLY IDENTIFIED","https://www.triplepoint.co.uk/ventures","Online pitch form (prior knowledge; TO VALIDATE)","No known route","https://www.triplepoint.co.uk/ventures","Unverified (prior knowledge)","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Triple Point Ventures writes EIS-qualifying seed cheques into UK B2B software including healthtech, fitting an NHS-facing MaternaLink SaaS round.","Triple Point will require a B2B customer pipeline and will discount a model that depends on Nigerian state contracts.","Pitch the UK B2B SaaS case with pilot LOIs and EIS eligibility, keeping the Africa story as optionality.","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","01_uk_health_vc.csv"
"VX-106","Female Founders Fund","Venture Capital","Seed VC investing exclusively in female-founded companies (health is a core vertical)","United States","New York","https://femalefoundersfund.com/","https://www.linkedin.com/company/f-cubed-female-founders-fund-","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","","Seed-stage female-founded companies across healthcare, fintech, consumer, B2B software; founded 2013","Partial – health (including women's health, e.g., Maven Clinic) is one of its strongest verticals","Software, digital health, consumer platforms","United States primarily","Seed (some pre-seed and Series A follow-on)","ESTIMATE $500k–$1.5m","Fund III $57m (2021) – TO VALIDATE","Maven Clinic (women's and family health); other digital-health companies","13","13","11","4","6","7","2","6","62","4","Medium","59","C","C-Tier (50–64): maintain and monitor","Anu Duggal","Founding Partner – confirm on team page","https://femalefoundersfund.com/","Website submission form at femalefoundersfund.com; LinkedIn to Anu Duggal","No known route","https://femalefoundersfund.com/;https://www.linkedin.com/company/f-cubed-female-founders-fund-;https://www.crunchbase.com/organization/female-founders-fund","2026-09-07","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Female Founders Fund backed Maven Clinic and understands women's/family-health platforms at seed.","The fund only invests in female-founded companies and focuses on the US, so eligibility depends on Vytalix's founding team.","Only approach if a female co-founder leads; then pitch MaternaLink as the 'Maven for underserved mothers' in UK and Africa.","Requires a female founder – only relevant if Vytalix has a female co-founder/CEO (TO VALIDATE). No phone on official pages (checked 2026-09-07); addresses in results came from scraped directories and were not recorded.","03_eu_us_health_vc.csv"
"VX-107","Fuel Ventures","Venture Capital","SEIS/EIS pre-seed and seed fund (marketplaces, platforms, SaaS)","United Kingdom","London","https://fuel.ventures/","https://www.linkedin.com/company/fuel-ventures/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://fuel.ventures/","Pre-seed to Series A in UK marketplaces, platforms and software via SEIS/EIS and scale-up funds","Low - sector-agnostic software; limited health exposure","SaaS, marketplaces, digital platforms","United Kingdom","Pre-seed, Seed, Series A","£150k-£1m initial (ESTIMATE)","c.£150m+ across funds (ESTIMATE; prior knowledge)","Mostly non-health software (e.g. Paddle, Moteefe - prior knowledge); health names TO VALIDATE","7","15","15","10","4","2","4","5","62","4","Medium","59","C","C-Tier (50–64): maintain and monitor","Mark Pearson","Founder and Managing Partner (prior knowledge - confirm on team page)","https://fuel.ventures/","Online pitch application on https://fuel.ventures/ (prior knowledge; TO VALIDATE)","No known route","https://fuel.ventures/","Unverified (prior knowledge)","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Fuel's open-application SEIS/EIS model writes £150k-plus first cheques into UK platforms, which fits Vytalix's ticket even if health is not its speciality.","Fuel prefers marketplace and SaaS models with fast commercial traction, and will find a maternal-health platform's NHS and government sales cycles too slow.","Pitch the SaaS mechanics - per-trust subscription, care-coordination workflow, quick pilot conversion - and the SEIS/EIS tax position, keeping clinical AI claims out of the deck.","Search budget exhausted before this fund could be checked; all fields from prior knowledge. High-volume SEIS/EIS investor with open applications.","01_uk_health_vc.csv"
"VX-108","Jenson Funding Partners","Venture Capital","SEIS/EIS seed fund manager (sector-agnostic)","United Kingdom","London","https://www.jensonfundingpartners.com/","https://www.linkedin.com/company/jenson-funding-partners/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.jensonfundingpartners.com/","SEIS and EIS seed investing in UK early-stage companies across sectors including healthtech, software, consumer","Partial - healthtech among sectors (names TO VALIDATE)","Software, digital platforms","United Kingdom","Pre-seed, Seed","£150k-£1m (ESTIMATE)","Not stated (prior knowledge insufficient)","Healthtech names TO VALIDATE","8","15","15","10","4","2","4","4","62","4","Medium","59","C","C-Tier (50–64): maintain and monitor","Jeffrey Faustin","Chief Investment Officer (prior knowledge - confirm on team page)","https://www.jensonfundingpartners.com/","Online application form (prior knowledge; TO VALIDATE)","No known route","https://www.jensonfundingpartners.com/","Unverified (prior knowledge)","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Jenson is a long-running SEIS/EIS manager that funds UK pre-seed companies across sectors, offering another accessible tax-efficient first cheque.","Jenson will need SEIS eligibility, a UK-focused trade and a committed team, and will question a part-time founder with an undocumented product partner.","Approach alongside SFC and other SEIS funds with a consolidated £300k-£500k SEIS/EIS round anchored on UK pilot milestones.","Search budget exhausted before this fund could be checked; all fields from prior knowledge and must be validated.","01_uk_health_vc.csv"
"VX-109","Praetura Ventures","Venture Capital","Northern EIS and regional-fund VC (Manchester)","United Kingdom","Manchester","https://www.praeturaventures.com/","https://www.linkedin.com/company/praetura-ventures/","PHONE NOT PUBLICLY AVAILABLE","","","","PHONE NOT PUBLICLY AVAILABLE","","NOT PUBLICLY AVAILABLE","NOT PUBLICLY AVAILABLE","https://www.praeturaventures.com/","Early-stage technology businesses in the North of England via EIS funds and British Business Bank regional funds; sector-agnostic with software, healthtech and consumer","Partial - healthtech among sectors (specific portfolio names TO VALIDATE)","SaaS, AI, digital platforms","North of England","Seed, Series A","£250k-£3m (ESTIMATE)","c.£200m+ across EIS and regional mandates (ESTIMATE; prior knowledge)","Healthtech portfolio names TO VALIDATE (prior knowledge insufficient to name reliably)","10","13","13","8","6","3","3","6","62","4","Medium","59","C","C-Tier (50–64): maintain and monitor","David Foreman","Co-founder and Managing Director (prior knowledge - confirm on team page)","https://www.praeturaventures.com/","Website pitch form (prior knowledge; TO VALIDATE)","Possible - via Manchester tech ecosystem (e.g. Health Innovation Manchester)","https://www.praeturaventures.com/","Unverified (prior knowledge)","Researched","Monitor; add to quarterly update list; approach after first pilot/revenue.","Praetura's EIS and regional funds write £250k-plus cheques into northern early-stage companies, which would suit a Vytalix based in Greater Manchester where Health Innovation Manchester offers NHS pilot routes.","Praetura expects northern-based teams with early revenue or product traction, so a London-based pre-formation group would be geographically and stage-wise out of scope.","Only relevant if Vytalix locates in the North; then pitch MaternaLink as a Greater Manchester maternity pilot with the advisory arm providing early revenue cover.","Search budget exhausted before this fund could be checked; all fields from prior knowledge. 'More than money' operational support model; strong preference for northern-based companies.","01_uk_health_vc.csv"
